0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
871111.1111111115	1545353.5353535356	1515555.5555555553	1941010.1010101011	1758686.868686869	3337777.7777777775	1060505.0505050507	1470303.0303030303	2054444.4444444445	1044343.4343434346	1461010.101010101	1478383.8383838385	1156666.6666666665	1536969.6969696975	1339292.9292929296	2648888.8888888895	1438787.878787879	1101010.1010101011	3577676.767676768	1961212.121212122	1848484.8484848484	2725151.5151515147	1522727.2727272727	1438787.878787879	1384242.4242424245	1320707.0707070706	1708686.868686868	1349898.9898989901	936868.6868686869	2422121.212121212	1046868.686868687	890000.0	2593434.3434343436	2145858.5858585862	2339797.97979798	1441919.191919192	2976161.6161616165	1431919.1919191917	2949494.9494949495	1815757.5757575757	3472626.262626262	3177676.7676767674	648888.888888889	1744949.4949494952	2472222.2222222225	1767676.7676767681	977272.7272727273	1654444.444444445	2094040.4040404044	1274646.4646464647	2789494.9494949495	1484444.4444444445	1233939.393939394	1401515.1515151511	2034242.4242424248	1717575.7575757576	1774848.4848484849	935252.5252525255	1858989.8989898986	3791010.1010101	1562020.202020202	1868585.8585858585	2252525.2525252528	2329191.9191919193	1037878.7878787881	1393939.3939393943	2422121.2121212124	1836767.6767676773	1466262.626262626	1662525.2525252525	1172828.2828282833	2328383.8383838385	494040.4040404042	1132424.2424242424	1856464.646464647	1529191.919191919	2366060.606060607	1266262.6262626261	2113535.353535353	637979.797979798	1684444.4444444445	2788989.8989898986	2603636.3636363638	1941313.1313131312	2127171.717171717	2211717.171717172	2229797.9797979807	1500101.0101010106	2846060.6060606064	2813232.323232324	1112727.272727273	946565.6565656565	1571313.1313131314	1939797.9797979796	1140505.0505050507	1901414.1414141415	2828282.8282828284	2717171.717171718	1421818.1818181814	2776868.6868686867
912591.212544636	2017699.1150442478	834342.4934016458	2381695.388914765	1995730.476634063	2090979.6615432384	820680.0186306474	1412591.2125446356	2293122.185995964	1825570.5635770843	1843269.6786213326	1503881.3848781243	1590125.7568700511	1238394.6592144077	1363452.8799875798	938053.0973451328	2310821.3010402108	973140.8166433786	2366713.243285204	2551156.6526936814	2437509.7034621956	1804999.2237230244	1754463.5926098432	2963903.120633442	1956839.0001552552	1733969.880453346	2377270.610153703	1796693.0600838382	1850721.9375873308	1748874.398385344	1071883.247942866	1565673.032137867	1403586.3996273875	3297081.19857165	1937354.4480670705	2134140.6613879837	2330383.4808259592	1534932.4639031205	1307871.4485328365	2183511.8770377273	1100527.8683434248	1409175.5938518867	1205791.0262381618	1553252.6005278681	2975081.5090824403	1973373.699736066	2751746.623195157	2068933.3954354916	1471510.6349945662	1814081.6643378357	1585157.5842260518	2061481.1364694925	1943564.6638720697	1893261.9158515758	1988821.6115510017	2655488.2782176672	1094317.6525384258	1963126.8436578177	1270998.2921906533	1137090.5138953577	1775267.8155565907	1436811.054184133	2460798.0127309426	1838534.3890700203	1772162.707654091	1212544.6359260979	2374165.502251204	1813693.5258500234	1367179.0094705792	1543549.1383325574	2934715.106349946	1261294.8299953423	2834342.493401646	1125058.2207731719	4368886.818816954	2061481.1364694925	3017621.487346686	3596103.089582363	824406.148113647	1521580.4999223729	1238627.5423070951	4002251.203229312	1371215.6497438287	2596801.7388604255	1414687.1603788233	1903819.2827200748	2318040.676913522	1929203.539823009	2356233.5041142683	831858.407079646	1659447.2907933549	1089582.362987114	2480360.19251669	1206023.909330849	1818040.6769135229	1402654.8672566372	1527169.6941468716	1534854.8362055584	831858.407079646	1312218.5995963358
1428868.8410825818	1072866.0652324776	1137346.7499421698	1721200.555170021	2657124.6819338426	1736988.2026370578	2821825.121443442	1857506.3613231552	1519546.6111496645	1568528.79944483	1253758.963682628	1777700.6708304423	1195639.6021281518	2830615.313439741	1081367.1061762667	1101087.207957437	2908165.625722878	2372600.0462641683	1892204.487624335	1256708.304418228	1277353.68956743	1249768.6791579924	2048750.8674531574	2312919.2690261393	2826972.010178117	1154059.6807772382	2006187.832523711	1228776.3127457788	1814018.0430256762	1580094.8415452233	2464203.0996992826	2811184.3627110803	3009484.154522323	1589810.3169095535	3452405.736756882	2205875.549387	2207957.4369650707	1775850.1040943793	2167707.610455702	3625896.368262781	1717499.421697895	1157702.9840388617	1839174.184594032	2444772.148970622	1595188.5264862364	1406430.7194078187	1836860.9761739534	2284293.314827666	1980742.5399028454	2999074.716631969	1519546.6111496645	1541059.4494563963	2151746.4723571595	3727214.8970622257	1564365.0242886886	1021975.4799907473	2868089.2898450154	2581540.5968077723	2444772.148970622	2362421.9292158224	2656257.2287763134	1759657.6451538284	2269720.101781171	1400589.8681471203	2282384.917881101	2316909.5535507756	1732303.955586398	2175341.198241962	2869997.68679158	1360166.551006246	2922218.3668748555	2007402.2669442515	1350219.7547999073	3632662.5028915103	2263474.439046958	2423490.6315058987	1099005.3203793662	1640296.0906777703	2711774.2308582	2333738.1448068474	1947952.8105482305	1478776.3127457784	1675399.0284524637	1589636.8262780479	1940781.8644459867	1230395.5586398335	1231263.0117973627	1737855.6557945872	1366354.3835299562	2091603.0534351147	2412676.3821420316	1302509.8311357857	1634223.9185750636	1975653.4813786722	1610629.1926902614	2896773.0742539903	1563960.2128151748	1663890.8165625727	2540538.977561879	1683321.7672912334
1975364.2384105963	1840529.8013245033	1931832.2295805742	685298.0132450332	3382869.757174393	2171125.82781457	3345253.8631346584	2718145.695364238	1148962.472406181	1924503.3112582783	1058896.2472406183	1750728.476821192	1949757.1743929356	3178631.3465783666	2084503.311258278	2802119.205298013	1450331.1258278147	2192052.9801324503	1852362.0309050777	2098278.145695365	2126799.116997792	2307991.1699779257	1649624.7240618102	2110905.077262693	1985871.9646799122	2887328.9183222963	2436556.2913907287	2239028.697571744	1492450.331125828	1858896.2472406183	1226225.1655629135	1800529.8013245033	1273112.5827814566	3476114.790286976	3437439.2935982347	2165298.013245033	2354790.2869757176	1760618.1015452538	1622869.7571743927	1744900.6622516562	1357439.293598234	3003620.309050773	1331832.229580574	2642119.2052980135	1368476.821192053	1632847.6821192054	2453598.2339955857	862251.6556291389	1929977.9249448124	1636026.4900662254	2591258.278145695	2598322.2958057392	2218719.6467991173	3154878.587196468	1992229.5805739516	1171743.9293598235	1613951.4348785873	1614569.536423841	3196644.591611479	1428785.8719646798	1597262.693156733	1301545.2538631347	1368476.8211920531	2168918.322295806	2522384.1059602643	1533598.2339955848	3446181.0154525386	2258101.5452538636	1572538.6313465785	1559646.7991169977	2798057.3951434884	1486445.9161147906	1738278.1456953643	1129006.6225165566	2478233.995584989	2630286.9757174393	1647682.1192052981	1874790.2869757172	1516732.8918322297	2331479.0286975713	1767328.918322296	3499602.6490066214	1671434.8785871968	1302693.1567328917	2058278.1456953643	2497836.6445916113	1669580.573951435	3129977.924944813	2542958.057395144	2651479.028697572	1546313.4657836647	2457395.1434878586	2948785.87196468	2836467.991169977	2039116.9977924945	1194790.2869757174	2364591.6114790286	1444768.21192053	2269580.573951435	1485827.8145695364
2057271.9420636503	1879376.7855956412	1075011.6271344097	1704770.4471463691	2538834.6289283107	1364028.9681748722	2582718.756228822	2074313.9990698288	2412862.9326955024	2494086.77164308	2241844.3957212144	1322304.1658361573	793070.2278918342	3301740.7481230493	1622483.5559099067	1889874.426948376	1044614.9757491197	1298684.4727925055	1064248.2227094546	1438309.7468606734	2143379.177463292	1346089.9607999467	2400637.8313733307	1638728.323699422	866520.4969769452	1644276.127832038	1839346.2228423364	1875523.2210484354	1205501.2955949772	924323.9651850377	1637632.0510265103	1338947.5782340043	1585575.709255199	2552787.1902199187	2252607.8001461695	2692844.3292804467	1322569.9289083781	1281011.2284898013	693940.6019533585	2097269.2844329276	2028702.411799881	1914557.1722809114	1414789.714969105	2074413.6602219122	1244734.5691316193	1822868.9123646275	1794598.3655571062	1554481.4298053288	2227393.5286691915	2048402.0995282708	1241678.2938010765	2709089.0970699624	1993389.1435784996	825759.0857750316	1414557.1722809118	1440568.732974553	2044116.6699887048	1808517.7064646867	1836422.8290479037	2416052.0895621553	2691515.5139193404	1487907.7802139395	1033951.2324762472	862268.2878214074	1244568.4672114807	2011328.1509534246	1725632.8483157267	695136.5357783535	1662514.1186632118	2066440.768055278	1834728.5894624945	2019799.3488804733	1542522.0915553784	2517307.8200784004	2619659.8232675577	1715367.7496511864	2951963.324696034	2175171.0849777423	1344229.6192943992	1568168.2280247153	1934921.2676898548	3174573.1180652454	1041126.8354262175	1441366.022191217	1545711.248422032	2071523.4868115077	1796957.0128230685	1318085.1770646472	2617101.8536974294	2494186.432795163	1315693.3094146573	835559.099063185	1518304.4315992293	2918643.279516312	1756693.9073815695	1040229.8850574715	3149458.507740349	2386452.727393529	1401003.255597635	979336.9211348085
905628.1407035177	1837085.4271356782	1981683.4170854273	2298266.3316582916	1820201.0050251258	2904120.603015075	1087336.6834170856	1426105.5276381907	2060703.51758794	1290854.271356784	1838567.8391959802	1422211.0552763818	1458391.9597989952	1879798.9949748744	1597989.9497487438	2605000.0	1340477.3869346734	992462.311557789	3477160.804020101	1906633.1658291458	1814974.8743718592	2594874.3718592967	1763190.9547738694	1991557.7889447236	1515075.376884422	1615050.2512562813	2104120.603015075	1126407.0351758795	879371.8592964825	2233065.3266331656	964723.618090452	821708.5427135677	2773844.221105528	2278894.472361809	2223015.075376884	1425904.5226130653	3526407.03517588	1486407.0351758797	2945703.5175879397	1582311.557788945	3161407.03517588	3038793.9698492466	700477.3869346733	1634145.728643216	2593743.7185929646	2158291.457286432	821608.0402010051	1660201.005025125	2386331.658291458	1467110.5527638192	2436557.7889447236	1455251.2562814073	1316557.7889447238	1461206.0301507537	1858668.3417085428	1605804.0201005028	1790552.7638190957	979271.3567839197	1903291.4572864324	3519572.864321609	1497085.4271356782	2265301.507537689	2673140.7035175883	2401381.9095477387	1109522.6130653266	1366834.1708542714	2251256.2814070354	1838567.83919598	1638592.9648241205	1673341.7085427137	1316356.7839195975	2582914.5728643215	609824.1206030151	984924.623115578	1896984.9246231157	1467336.6834170853	2158567.83919598	1183693.4673366835	1768216.0804020101	660904.5226130652	1749849.2462311557	2560301.5075376886	2518567.8391959798	2327236.1809045225	1893442.2110552764	1805804.0201005025	2288417.0854271357	1467311.5577889448	2567211.0552763822	2811030.1507537686	1384422.110552764	1042713.567839196	1490226.130653266	2043994.9748743721	1245829.1457286433	1778266.3316582914	3245603.015075377	3507939.698492462	1744321.6080402012	2243190.9547738694
2164916.2431771127	796423.8659890834	1327649.1624317714	2632862.7893845285	2060982.4957651047	2249463.579898363	1536344.814605684	1527649.162431771	1949520.0451722194	2427103.3314511576	1847807.2651985693	1511951.816299643	2281084.1332580466	2872388.4810841335	1581479.3901750424	1482326.3692828908	949068.3229813665	1079954.8277809147	1841596.0850743458	2018558.2533408618	1166911.3495200453	1382533.4086203652	2815019.76284585	1511725.9552042165	2454771.315640881	3332505.175983438	2607566.3466967815	1780463.0152456241	1030415.9608507436	1529343.1206474688	1094334.6508563901	1788857.519292302	1445962.7329192548	1922906.0794278185	1363335.2155091283	2628722.0026350464	949105.9664972709	1809862.6011669494	1794391.1161302468	1816713.7210615473	2077846.7908902694	2309881.4229249014	1954376.058723885	1214680.9712027106	857180.5006587615	2505627.7056277064	1175607.0016939582	1796423.8659890834	1225785.8083945038	2935554.3007716923	1094974.5906267648	1241332.5804630155	622510.8225108226	1038659.8908338039	1763335.2155091288	2204667.7959721438	1476604.5548654243	1314737.4364765673	1317711.2742330132	3301900.9975531707	1357688.6881234709	1191003.1996988521	2217504.234895539	1124562.3941276115	933860.3425559949	3258159.232072276	1967024.2800677584	1952493.8829286657	1358366.2714097495	2121061.5471485034	2277056.2770562773	1242800.6775832863	2286278.938452852	1912968.1912290615	2285864.8597779036	1676378.6937699984	1430415.9608507433	1765142.1042725395	1821268.5864859782	2416073.7812911724	1213438.7351778657	1212347.0732166383	2319819.3111236594	1008281.5734989652	2251872.7649162435	2459664.9727084506	1247807.2651985693	1919856.9546395636	1464520.9862601168	3786485.977790326	1616186.7118388857	1355430.077169208	2249802.3715415024	681912.290607943	2248146.056841709	2159345.0028232634	2747750.799924714	1820816.8642951245	1303030.3030303032	2568642.951251647
1132447.112635792	1652287.0211549457	1868696.397941681	1230903.3733562033	2416895.3687821617	1943024.585477416	2983419.096626643	1800228.7021154943	1790680.3887935963	2355145.797598628	903602.0583190395	2050543.1675242996	1754488.279016581	1911606.6323613492	765208.6906803888	1514208.1189251	1936306.4608347628	1392281.3036020584	2241509.4339622636	1335849.0566037737	1847855.9176672385	2313407.661520869	3455917.667238422	2000571.755288737	2520440.251572327	1081675.2429959977	2401743.853630646	2236220.697541452	1814551.1720983419	2484762.721555175	1283962.2641509436	1966752.4299599768	1545111.4922813037	1560748.999428245	2643882.21841052	2259233.847913093	2138421.955403087	2370440.251572327	1363007.4328187534	3371841.0520297308	2036449.399656947	1176386.5065751858	2098570.611778159	1691881.0748999428	2032389.9371069185	1037650.0857632931	1402458.5477415668	1810663.2361349345	1903030.3030303032	2742938.8221841054	923899.3710691824	1215494.568324757	2999342.481417953	2789165.237278445	1556603.7735849058	1498999.4282447116	3119639.7941680965	2911606.6323613496	2697484.27672956	1448256.146369354	1703173.241852487	1090251.572327044	2393596.340766153	1146455.1172098343	1732475.7004002288	1582561.4636935394	1959491.137793025	1187021.1549456837	1463064.6083476273	2522641.5094339624	1684305.3173241853	1454888.5077186963	1926872.4985706117	2975185.8204688397	2219068.0388793596	2146312.1783876503	1482790.1658090337	2384448.2561463695	3691309.3196112067	1977787.30703259	1774814.1795311607	1698256.146369354	1683476.2721555175	2651286.449399657	1583390.5088622067	1841823.8993710692	1185391.6523727844	1010949.1137793026	839479.70268725	1852429.9599771297	2804030.874785592	2454631.217838765	1530217.26700972	1910606.0606060608	1393367.6386506578	3267781.5894797025	2665894.7970268726	1952058.319039451	1712893.0817610063	1951743.8536306464
1677480.5867126836	1973835.202761001	3134663.5030198446	2608649.6980155306	1581535.8067299395	2670254.529767041	1693917.1699741157	2507506.4710957725	2455500.4314063853	2444283.865401208	1234728.213977567	1574245.0388265746	2327761.0008628126	1538287.3166522863	1819952.5452976702	847864.5383951684	1975668.6798964625	892860.22433132	2702502.157031924	1607139.7756686802	1756190.6816220877	1893658.326143227	1487230.371009491	2213610.871440897	1465746.333045729	2595405.5220017256	2032851.5962036238	765034.5125107851	970383.9516824852	1546850.7333908542	2536842.105263158	1447217.4288179465	2599611.7342536673	2013869.715271786	1428386.540120794	2476531.4926660922	1713610.8714408975	1994974.115616911	1179616.048317515	2270340.811044004	2562942.1915444345	1794219.154443486	3241307.161345988	1597001.7256255397	1658822.2605694567	1815185.5047454701	1694348.5763589304	921419.3270060396	1536173.4253666955	2783045.7290767906	1068205.3494391718	2610698.8783434	2954443.4857635894	1242622.9508196723	1533584.9870578086	2822864.538395169	1235159.6203623815	3104659.1889559967	2050517.6876617775	1300366.6954270923	1629465.0560828303	1326078.5159620366	1660526.315789474	2379465.0560828303	1410008.6281276965	1346850.7333908544	2103796.3761863676	1749309.7497842966	2451358.9301121654	2258692.8386540124	1961238.1363244178	1232139.7756686797	1952480.5867126833	1789106.9887834345	1500150.9922346852	1802998.2743744608	1458541.846419327	3012338.222605695	1290832.6143226922	2349439.1716997414	1572584.124245039	1699245.0388265746	1380716.1345987923	1448295.9447799828	2321009.4909404656	1348188.0931837794	2216026.7471958585	2454098.360655738	1446764.4521138915	2605953.4081104402	3104335.6341673858	1841177.7394305435	1172411.561691113	1193421.0526315789	2289840.3796376185	1537704.918032787	2408822.2605694565	1904335.6341673858	1012985.3321829163	1808283.0025884386
2633325.193325194	2252454.212454213	1486951.5669515673	2907269.0272690277	1531542.5315425317	1711859.9918599918	1211102.9711029711	1116939.3569393572	2130256.4102564105	2450468.05046805	1012910.052910053	2536328.856328856	1861554.7415547417	1923044.3630443632	1841090.7610907613	1446023.6060236061	1494212.4542124546	2229711.02971103	2842018.722018722	2175449.7354497355	2082783.882783883	2634285.7142857146	1867838.827838828	1128123.7281237282	1276923.076923077	1851298.3312983317	1812372.8123728128	1343410.6634106634	1011347.1713471714	1790150.59015059	2774505.494505495	1966739.926739927	1947122.5071225073	1761823.3618233618	2003630.4436304434	1679967.4399674402	2126739.926739927	1679267.3992673992	2191355.311355311	2589597.06959707	1956792.8367928367	1118827.8388278391	1696963.7769637774	1190785.5107855108	2762116.402116402	1853447.2934472938	1506780.626780627	2098168.4981684983	1777989.4179894181	1556923.076923077	2371737.8917378923	2481383.8013838013	1369979.64997965	2052617.012617013	2089491.2494912497	1030345.9503459504	1809735.4497354496	2307855.107855108	1819991.8599918599	2372665.8526658528	1699503.4595034595	1536426.5364265363	2282637.362637363	1421066.3410663411	2189124.9491249495	1519706.9597069598	1541505.9015059017	1772665.8526658528	2354253.1542531545	1734212.4542124541	1734277.5742775744	3046951.5669515673	1675474.1554741557	1997069.5970695969	666634.1066341065	2209833.12983313	1405584.0455840458	1408791.2087912085	1353113.5531135532	2364314.204314204	1769442.4094424096	1699780.2197802197	2135531.1355311354	1683288.563288563	2148278.3882783884	3279706.9597069593	1657891.737891738	2736410.2564102565	1826341.0663410665	1746959.706959707	2167537.6475376473	2396157.916157916	1154888.0748880748	2352673.9926739926	1558062.6780626783	1853333.333333333	2078599.918599919	1573007.733007733	1606951.5669515668	3237069.597069597
